"read_count(G)"	"read_count(NW)"	"read_count(S)"
"PdomMRNA03052.1"	4043	3076.6	2920.25
"PdomMRNA03053.1"	396	333.2	342.5
"PdomMRNA03055.1"	2655.6	2699.6	2539.5
"PdomMRNA03056.1"	101.6	70.6	69.75
"PdomMRNA03057.1"	518.2	464.8	382.25
"PdomMRNA03059.1"	205.2	188.8	159.5
"PdomMRNA03060.1"	1248.6	869.8	916.5
"PdomMRNA03061.1"	98	54.6	68.75
"PdomMRNA03062.1"	1489.6	954	793.5
"PdomMRNA03063.1"	2804.6	1686.2	1630.5
"PdomMRNA03066.1"	99	68.6	65
"PdomMRNA03068.1"	6066	4842.8	4106
"PdomMRNA03069.1"	186	72	54.25
"PdomMRNA03070.1"	1377	725	620
"PdomMRNA03071.1"	14314.6	11195.6	8934.5
"PdomMRNA03072.1"	220	66.6	173.75
"PdomMRNA03073.1"	9203.6	6271.2	6226.25
"PdomMRNA03074.1"	7649.8	5825.2	6544
"PdomMRNA03075.1"	91.4	29.8	68.25
"PdomMRNA03076.1"	2620.6	1969.4	1852.5
"PdomMRNA03077.1"	2091.4	1284.6	1258.5
"PdomMRNA03078.1"	5969.6	3430	4362
"PdomMRNA03079.1"	6497.4	3951.2	4465.5
"PdomMRNA03080.1"	1378.4	703.4	847.5
"PdomMRNA03082.1"	1114.4	716.6	818.75
"PdomMRNA03083.1"	613.6	425.2	348.75
"PdomMRNA03084.1"	212.6	153	178.25
"PdomMRNA03085.1"	1841.8	1136.4	1224.5
"PdomMRNA03086.1"	4948.6	3193.8	3319.75
"PdomMRNA03088.1"	128.4	355	328.25
"PdomMRNA03089.1"	2206	1474.4	1718.75
"PdomMRNA03090.1"	9170.4	4949.4	5721.75
"PdomMRNA03091.1"	1257	734.8	682.75
"PdomMRNA03092.1"	1170.2	1513.6	1880.75
"PdomMRNA03093.1"	3944.4	2876	3139.25
"PdomMRNA03095.1"	1440.8	912.4	934.75
"PdomMRNA03096.1"	759	472	475.75
"PdomMRNA03097.1"	3895.8	2898.8	2804.75
"PdomMRNA03099.1"	623	431.8	414.25
"PdomMRNA03100.1"	377.2	295.6	275.5
"PdomMRNA03101.1"	4876.4	3603.2	3375.75
"PdomMRNA03102.1"	2019.2	1241.6	1331
"PdomMRNA03103.1"	181.6	69.8	92
"PdomMRNA03104.1"	3622.8	2371	2539.25
"PdomMRNA03105.1"	821.4	798	766.25
"PdomMRNA03106.1"	3305	2122.4	2287.75
"PdomMRNA03107.1"	3421	1951.8	2020.5
"PdomMRNA03109.1"	4006.6	2148	2226
"PdomMRNA03110.1"	2498.2	2267.2	2016.75
"PdomMRNA03115.1"	1779.8	1253	1252.25
"PdomMRNA03116.1"	4213	3126.6	3371.5
"PdomMRNA03117.1"	705.4	464.6	413.25
"PdomMRNA03118.1"	1463.2	1029.6	1043
"PdomMRNA03119.1"	289	142.8	188
"PdomMRNA03120.1"	1836.4	1954.6	1965.75
"PdomMRNA03121.2"	277.8	189.6	213.75
"PdomMRNA03122.1"	526.2	481.8	524.75
"PdomMRNA03123.1"	3370	1804.4	2151.25
"PdomMRNA03125.1"	150	102.4	143.25
"PdomMRNA03126.1"	4360.4	2668.6	2880.75
"PdomMRNA03127.1"	326	195.4	204
"PdomMRNA03128.1"	167.2	124.6	116.25
"PdomMRNA03129.1"	3986	1196	2466.75
"PdomMRNA03131.1"	1156	804.4	718.25
"PdomMRNA03132.1"	19174.4	9585.4	11403.75
"PdomMRNA03140.1"	1213.8	441.6	585.5
"PdomMRNA03142.1"	346	360.4	302.5
"PdomMRNA03143.1"	1000.2	809.4	830.5
"PdomMRNA03144.1"	690	531.2	499.5
"PdomMRNA03147.1"	2322.6	1251.4	1750.75
"PdomMRNA03148.1"	3172.8	900.6	1045.25
"PdomMRNA03149.1"	1434.8	895	747.5
"PdomMRNA03150.1"	366.4	179.2	192.25
"PdomMRNA03152.1"	99.8	40.4	48.25
"PdomMRNA03153.1"	177	96.8	108.25
"PdomMRNA03154.1"	2653.4	1569.4	1840
"PdomMRNA03155.1"	523.4	311.4	355.75
"PdomMRNA03157.1"	310.4	252.2	216.75
"PdomMRNA03159.1"	1507.8	1020.4	1014.25
"PdomMRNA03162.1"	460.4	417.8	424.25
"PdomMRNA03163.1"	41.4	76.8	39.5
"PdomMRNA03164.1"	667	416.8	490.75
"PdomMRNA03166.1"	419.6	92.4	65.5
"PdomMRNA03171.1"	652.4	912.4	330.5
"PdomMRNA03177.1"	1336	775.2	778
"PdomMRNA03179.1"	4602.4	4350.6	4492.25
"PdomMRNA03183.1"	35.2	44.8	57.75
"PdomMRNA03185.1"	325.8	170	204.5
"PdomMRNA03186.1"	2719.2	1794.8	2090.75
"PdomMRNA03187.1"	1219.2	678.2	754.25
"PdomMRNA03188.1"	471	302.8	304.75
"PdomMRNA03192.1"	195	142	171.5
"PdomMRNA03193.1"	102.2	88.8	81
"PdomMRNA03196.1"	521.2	514.2	371.5
"PdomMRNA03197.1"	4152	2415.2	2309
"PdomMRNA03198.1"	13334.4	6174.6	6780.75
"PdomMRNA03199.1"	44.8	32	31.5
"PdomMRNA03200.1"	5320.8	2069.8	2112.75
"PdomMRNA03201.1"	880	769.4	643.5
"PdomMRNA03203.1"	637.6	518.4	531
"PdomMRNA03205.1"	1175	862.6	843
"PdomMRNA03206.1"	1151.4	847.6	913
"PdomMRNA03207.1"	3324.4	1878.2	1840.25
"PdomMRNA03208.1"	5494.6	3196	3415.75
"PdomMRNA03209.1"	904.4	624.6	561.5
"PdomMRNA03210.1"	5701.2	3637.4	4140.25
"PdomMRNA03211.1"	3002.4	1909	2304
"PdomMRNA03213.1"	486.2	327.8	358.75
"PdomMRNA03215.1"	780	798.8	706.75
"PdomMRNA03216.1"	930.2	600.4	620
"PdomMRNA03218.1"	4462.4	2265	2713.25
"PdomMRNA03219.1"	704.2	605	599
"PdomMRNA03220.1"	2438	1368.8	1401.5
"PdomMRNA03223.1"	249.6	151	170.5
"PdomMRNA03224.1"	571.6	373.4	358.25
"PdomMRNA03225.1"	4907	2000.6	2939.25
"PdomMRNA03226.1"	6087.8	3371.6	3376
"PdomMRNA03227.1"	706.6	497.2	499.75
"PdomMRNA03228.1"	2160.2	1282.8	1521.75
"PdomMRNA03229.1"	1077.8	623.8	715.25
"PdomMRNA03230.1"	663.6	533.8	522.5
"PdomMRNA03232.1"	4265.2	2909.2	3253.75
"PdomMRNA03233.1"	2797.2	1551	1719
"PdomMRNA03234.1"	3091.4	2002.2	2115.25
"PdomMRNA03235.1"	73.4	30	50
"PdomMRNA03236.1"	1432.8	1061.8	1046.75
"PdomMRNA03237.1"	270.2	168.4	179
"PdomMRNA03238.1"	1651.6	1368.2	1123.75
"PdomMRNA03239.1"	62.2	45.2	53
"PdomMRNA03240.1"	700.2	541.8	525.5
"PdomMRNA03241.1"	846.2	492	573.75
"PdomMRNA03242.1"	207.6	125.8	113.75
"PdomMRNA03243.1"	2190.6	1553.2	1601.25
"PdomMRNA03244.1"	2404	1398	1236.25
"PdomMRNA03245.1"	1834.4	997.2	999.75
"PdomMRNA03246.1"	2709.4	2089.8	1998.75
"PdomMRNA03247.1"	443.6	297.2	323.75
"PdomMRNA03248.1"	689.4	423	418.25
"PdomMRNA03249.1"	6336	3896.4	3728.75
"PdomMRNA03250.1"	428	378.8	324.25
"PdomMRNA03251.1"	1557.6	908.2	1097.25
"PdomMRNA03252.1"	2897.4	1963.6	2026.5
"PdomMRNA03253.1"	2427.8	1442	1557.25
"PdomMRNA03255.1"	432.8	351	316
"PdomMRNA03256.1"	1363	1010.2	1011.75
"PdomMRNA03257.1"	1472.8	920.6	1002
"PdomMRNA03258.1"	2548.8	1931.2	1889.75
"PdomMRNA03259.1"	228	149.2	175.5
"PdomMRNA03260.1"	2351	1514.8	1476.25
"PdomMRNA03261.1"	920.6	534.2	587
"PdomMRNA03262.1"	159	100.2	98
"PdomMRNA03263.1"	3458.4	1921.8	2003.5
"PdomMRNA03264.1"	39.8	47.4	32.75
"PdomMRNA03265.1"	1846.4	1576.4	1370.75
"PdomMRNA03266.1"	3769	2204.2	2623.75
"PdomMRNA03267.1"	3981.2	3325	2783
"PdomMRNA03268.1"	3571	2457.8	2529.25
"PdomMRNA03269.1"	808	567.6	585.5
"PdomMRNA03271.1"	3047.8	1687	2516
"PdomMRNA03272.1"	352.8	228.6	238.5
"PdomMRNA03273.1"	3384.6	1917.8	2477.5
"PdomMRNA03274.1"	1462.8	1136.4	1036
"PdomMRNA03276.1"	81.2	66.4	105.75
"PdomMRNA03277.1"	6216.2	4154.4	3949
"PdomMRNA03278.1"	3932.2	2262.6	2433.5
"PdomMRNA03279.1"	1628.4	822.6	962.25
"PdomMRNA03280.1"	875.6	658.2	726.5
"PdomMRNA03281.1"	2537.6	2100	1863
"PdomMRNA03282.1"	436	275	316.5
"PdomMRNA03283.1"	2474.8	1436.4	1436.75
"PdomMRNA03284.1"	843.6	578.6	567.5
"PdomMRNA03285.1"	1130.6	568.6	611.75
"PdomMRNA03286.1"	64906	45476.4	41513.25
"PdomMRNA03287.1"	35539.2	20983.2	22140.75
"PdomMRNA03288.1"	18.4	45.6	39.25
"PdomMRNA03289.1"	5560.2	4943.4	4387.5
"PdomMRNA03290.1"	1462.8	914.2	964.25
"PdomMRNA03291.1"	253.2	165	150
"PdomMRNA03292.1"	366.4	208	234
"PdomMRNA03293.1"	408.2	305.4	288
"PdomMRNA03294.1"	4648.4	2679	2843
"PdomMRNA03295.1"	3778	2653.6	3038.25
"PdomMRNA03296.1"	3351.2	2139.4	2473
"PdomMRNA03296.2"	115	82	84.5
"PdomMRNA03298.1"	58.4	39.4	37.75
"PdomMRNA03299.1"	3928.6	4168.8	3765.5
"PdomMRNA03300.1"	3339	2885	2426.5
"PdomMRNA03301.1"	4480.2	3207.6	5943.5
"PdomMRNA03302.1"	998.8	665.6	731.25
"PdomMRNA03304.1"	177.6	107.6	81
"PdomMRNA03305.1"	216	168.8	155.75
"PdomMRNA03308.1"	340.6	277.8	276
"PdomMRNA03312.1"	994.6	601.8	639.5
"PdomMRNA03313.1"	330.6	190.4	223.5
"PdomMRNA03314.1"	790.2	626.4	531.25
"PdomMRNA03315.1"	310.8	233.6	221
"PdomMRNA03316.1"	1163.8	766.8	903.25
"PdomMRNA03317.1"	3186	1891.6	1997.25
"PdomMRNA03318.1"	3634.6	2241.8	2250
"PdomMRNA03319.1"	1561.8	812.8	856
"PdomMRNA03320.1"	3314.8	2622.6	2553.25
"PdomMRNA03321.1"	1070.2	839.4	837.25
"PdomMRNA03322.1"	1359.2	898	862
"PdomMRNA03323.1"	90	65.4	43.25
"PdomMRNA03325.1"	1854.4	1386.2	1415.25
"PdomMRNA03326.1"	889	613.2	543.25
"PdomMRNA03327.1"	4513.6	2943.2	3038.25
"PdomMRNA03328.1"	979.6	701	704.5
"PdomMRNA03329.1"	2902.8	1589.6	1879.25
"PdomMRNA03330.1"	123.2	101.6	452.25
"PdomMRNA03331.1"	2712.6	2047	2068.5
"PdomMRNA03332.1"	914.6	491.8	527.75
"PdomMRNA03333.1"	531.4	315.6	252.75
"PdomMRNA03334.1"	1928.4	1387.8	1472.75
"PdomMRNA03335.1"	2401.6	1592.6	1622.25
"PdomMRNA03336.1"	2868	1541.2	1518.5
"PdomMRNA03337.1"	2447.2	1419.6	1375
"PdomMRNA03338.1"	1111.4	405.2	1124.25
"PdomMRNA03339.1"	1492.2	793	932.25
"PdomMRNA03340.1"	1251.4	881.4	840
"PdomMRNA03341.1"	1305.6	929.2	1010.75
"PdomMRNA03342.1"	1276.6	1137.2	1068.5
"PdomMRNA03343.1"	648.2	379	448.5
"PdomMRNA03344.1"	923	641.2	670.75
"PdomMRNA03345.1"	7879.6	5067.6	4593
"PdomMRNA03346.1"	3852.8	2767.8	2574.5
"PdomMRNA03347.1"	11671.4	7028	7255.25
"PdomMRNA03348.1"	6043.4	4306.6	4211
"PdomMRNA03349.1"	1467.8	1155.8	988.25
"PdomMRNA03350.1"	757.2	735.6	626.5
"PdomMRNA03351.1"	75.8	34.2	41.5
"PdomMRNA03352.1"	7564.8	4649.2	6195.5
"PdomMRNA03353.1"	1418.8	818	1063
"PdomMRNA03355.1"	53	91	26.75
"PdomMRNA03356.1"	1486	673.6	706.25
"PdomMRNA03358.1"	175.2	84.6	105.5
"PdomMRNA03359.1"	150.4	104	110.75
"PdomMRNA03360.1"	4844.2	2986.6	3038.75
"PdomMRNA03361.1"	255.8	117.2	134.5
"PdomMRNA03362.1"	5576.2	3487.6	3796.75
"PdomMRNA03363.1"	1425.6	944.6	926.25
"PdomMRNA03364.1"	570.4	440.6	474
"PdomMRNA03365.1"	841.6	569.4	565.75
"PdomMRNA03366.1"	3024.4	2088.8	2059.25
"PdomMRNA03367.1"	2047	1335.8	1423.25
"PdomMRNA03368.1"	1465.4	1079	1172.25
"PdomMRNA03369.1"	5241.6	4581.6	5869.5
"PdomMRNA03370.1"	5882.8	3704.4	4358.5
"PdomMRNA03371.1"	165.4	92.2	83.5
"PdomMRNA03372.1"	1345.6	502.2	793.25
"PdomMRNA03373.1"	2825.6	2549.2	2056.25
"PdomMRNA03374.1"	674.6	364	617.25
"PdomMRNA03375.1"	128	69.4	76.25
"PdomMRNA03376.1"	2131.8	1585.8	1459.25
"PdomMRNA03377.1"	2094.2	2342.8	2096.75
"PdomMRNA03379.1"	12243.8	9513.8	11697.75
"PdomMRNA03380.1"	3235.8	2467.4	2252.75
"PdomMRNA03381.1"	400	311.2	298
"PdomMRNA03382.1"	524.4	460.2	432.75
"PdomMRNA03383.1"	2848.8	1917.8	1963.25
"PdomMRNA03384.1"	3269.8	2382.4	2307.75
"PdomMRNA03387.1"	229.8	223.8	160
"PdomMRNA03388.1"	2068.8	1240.4	1303.5
"PdomMRNA03389.1"	4263.2	2320.4	2471.5
"PdomMRNA03390.1"	9756.8	4823.2	5147.5
"PdomMRNA03391.1"	1125	569	528.5
"PdomMRNA03392.1"	646.8	358.4	319.25
"PdomMRNA03393.1"	418.8	248.2	244.25
"PdomMRNA03396.1"	3336.8	2154.2	2374.75
"PdomMRNA03397.1"	4473.4	2864	2770.25
"PdomMRNA03398.1"	1091.4	1091	856
"PdomMRNA03399.1"	9115	6227.2	7694.25
"PdomMRNA03400.1"	661.8	527	592.25
"PdomMRNA03401.1"	1045	793.8	885.25
"PdomMRNA03403.1"	2788.4	1786.2	1836.25
"PdomMRNA03404.1"	1977.8	1059.6	2467
"PdomMRNA03405.1"	2194.8	2238	1359.5
"PdomMRNA03406.1"	79.4	50	29.75
"PdomMRNA03407.1"	405.6	331.6	241.75
"PdomMRNA03409.1"	1125.4	731.2	823.5
"PdomMRNA03412.1"	489.8	438.8	462.75
"PdomMRNA03413.1"	5405.2	2987.4	3332.5
"PdomMRNA03414.1"	142.6	324.2	146
"PdomMRNA03416.1"	2449.6	1354.4	1488.75
"PdomMRNA03417.1"	1612.8	1011.2	1098.5
"PdomMRNA03418.1"	364	232.6	202.25
"PdomMRNA03419.1"	62	111.8	38.5
"PdomMRNA03420.1"	189	105.4	134.5
"PdomMRNA03423.1"	6970.2	5552.8	5580.5
"PdomMRNA03428.1"	445.2	269.6	256.25
"PdomMRNA03430.1"	131.6	46	49.75
"PdomMRNA03431.1"	498	444.8	418.25
"PdomMRNA03432.1"	836.4	561.6	521.5
"PdomMRNA03433.1"	644.2	500.8	388.75
"PdomMRNA03434.1"	732.2	583.8	606.5
"PdomMRNA03435.1"	1570.6	1021.4	926.75
"PdomMRNA03436.1"	2916.8	1986.2	2014.25
"PdomMRNA03437.1"	553	371.6	391.75
"PdomMRNA03438.1"	87	69	92.5
"PdomMRNA03439.1"	1261.6	801.4	847
"PdomMRNA03440.1"	2708.4	1761.8	1572.75
"PdomMRNA03442.1"	3796.2	2437.4	2650.5
"PdomMRNA03443.1"	1073.6	694.4	713.5
"PdomMRNA03444.1"	1321.4	1045.2	1127.5
"PdomMRNA03445.1"	7372.6	5707	5289.25
"PdomMRNA03446.1"	3086.2	2604.6	2100.5
"PdomMRNA03447.1"	54.2	53	58
"PdomMRNA03449.1"	993	657.8	598.25
"PdomMRNA03450.1"	1337	869.8	915.5
"PdomMRNA03451.1"	2193.6	1004.4	1061
"PdomMRNA03452.1"	3884	2737.2	2810
"PdomMRNA03453.1"	344.8	219.8	205.5
"PdomMRNA03454.1"	3550.4	2432	2515.25
"PdomMRNA03455.1"	9410.4	5958.4	5343
"PdomMRNA03457.1"	101.4	55	88.75
"PdomMRNA03458.1"	2559	2571.6	2016.25
"PdomMRNA03459.1"	2319	1674	1767.5
"PdomMRNA03460.1"	1018.6	641.8	814
"PdomMRNA03461.1"	5818.6	3472.8	3219.5
"PdomMRNA03462.1"	399.8	248	236.75
"PdomMRNA03463.1"	8281.8	4981.4	5652.5
"PdomMRNA03464.1"	247.2	137.4	120.5
"PdomMRNA03465.1"	536	366.6	428.25
"PdomMRNA03466.1"	3800.8	2395.8	2571.75
"PdomMRNA03467.1"	619.4	449.4	454.75
"PdomMRNA03468.1"	984.6	624.6	702
"PdomMRNA03470.1"	2039.6	1214	1205
"PdomMRNA03471.1"	770	499.8	455
"PdomMRNA03472.1"	3799	2733	2750.25
"PdomMRNA03473.1"	3005.8	2588.6	2382.25
"PdomMRNA03474.1"	4178.8	3088.4	3233
"PdomMRNA03475.1"	631.2	496.4	671.25
"PdomMRNA03476.1"	2530.4	1753.6	1846.25
"PdomMRNA03477.1"	102	80.4	90.25
"PdomMRNA03479.1"	291.6	168	200.25
"PdomMRNA03480.1"	2054.4	1333.8	1607.75
"PdomMRNA03481.1"	43.2	44.8	42.25
"PdomMRNA03482.1"	2599.6	1598.8	1613.25
"PdomMRNA03483.1"	668.6	560.8	517.75
"PdomMRNA03484.1"	3489.8	2251.8	2510.75
"PdomMRNA03485.1"	816.4	596.2	556.25
"PdomMRNA03486.1"	655.8	414.2	376
"PdomMRNA03487.1"	2517.4	2093.8	2147
"PdomMRNA03488.1"	1692.8	1157.4	1209.75
"PdomMRNA03489.1"	562.8	467.8	395.5
"PdomMRNA03490.1"	3924	2677.8	2631.25
"PdomMRNA03491.1"	319	253.6	222
"PdomMRNA03492.1"	12200.4	6678.2	13612.25
"PdomMRNA03493.1"	1225.6	702	709
"PdomMRNA03494.1"	2502.2	1455.6	1494.5
"PdomMRNA03495.1"	147.4	139.4	107.25
"PdomMRNA03496.1"	2936.2	2166	2313.25
"PdomMRNA03497.1"	2314	1542.2	1541.5
"PdomMRNA03498.1"	6582.6	4361.8	4529.25
"PdomMRNA03499.1"	551.4	400	435.75
"PdomMRNA03500.1"	593.4	345.4	400.75
"PdomMRNA03501.1"	1929.2	1277	1232.75
"PdomMRNA03502.1"	482.2	253.4	239.25
"PdomMRNA03503.1"	722.2	402.2	408.25
"PdomMRNA03504.1"	4983.8	3370	3994.75
"PdomMRNA03505.1"	1696.4	1013	920.75
"PdomMRNA03506.1"	1457.2	1114.6	1142
"PdomMRNA03507.1"	281.4	236.8	191.75
"PdomMRNA03508.1"	1855.6	1422.4	1433.75
"PdomMRNA03509.1"	824.8	672.2	579.5
"PdomMRNA03510.1"	667.8	422.4	421
"PdomMRNA03511.1"	5816.2	5495.8	5417.75
"PdomMRNA03513.1"	549.6	316.8	320.75
"PdomMRNA03514.1"	211	158	145.5
"PdomMRNA03515.1"	4354.4	2029.4	2373.25
"PdomMRNA03516.1"	702.2	583	529.25
"PdomMRNA03518.1"	220.6	156	168.5
"PdomMRNA03519.1"	324.8	265.2	267.5
"PdomMRNA03520.1"	165.6	131.6	133.75
"PdomMRNA03521.1"	59	61.6	46.5
"PdomMRNA03522.1"	3750.8	3322.4	3170
"PdomMRNA03523.1"	1402.2	829	1090.5
"PdomMRNA03524.1"	1223.8	773	801.75
"PdomMRNA03525.1"	1518.6	1360.2	1071.25
"PdomMRNA03526.1"	4084.2	3121.2	3112.5
"PdomMRNA03527.1"	520.6	451	339.5
"PdomMRNA03529.1"	185.8	110.2	101.5
"PdomMRNA03531.1"	729.6	475	451.75
"PdomMRNA03532.1"	781.6	672.4	621.25
"PdomMRNA03533.1"	10791.4	5885.2	8844.5
"PdomMRNA03534.1"	8810.6	5431	5716.75
"PdomMRNA03535.1"	616.8	334.8	430
"PdomMRNA03536.1"	736.8	473.6	431.75
"PdomMRNA03537.1"	959.4	587.6	568.25
"PdomMRNA03538.1"	471.6	353.4	315.5
"PdomMRNA03540.1"	3513.6	2375	2322
"PdomMRNA03541.1"	4764.8	3518.2	3533.25
"PdomMRNA03542.1"	1561.2	1181.2	1261
"PdomMRNA03543.1"	4096.2	2499.4	2620.25
"PdomMRNA03544.1"	343.2	261.6	278
"PdomMRNA03545.1"	9012.4	5559.4	5239.75
"PdomMRNA03546.1"	228.6	153	169
"PdomMRNA03547.1"	602	422.2	490.5
"PdomMRNA03548.1"	175	113.4	124
"PdomMRNA03549.1"	382.8	326.2	311.5
"PdomMRNA03551.1"	391.2	176.6	219.25
"PdomMRNA03552.1"	1481.6	360.6	602.25
"PdomMRNA03553.1"	2504.8	1540.4	1381.75
"PdomMRNA03554.1"	4012.6	2171.8	2684.5
"PdomMRNA03558.1"	1025.2	723.4	704.5
"PdomMRNA03560.1"	159	88	82
"PdomMRNA03561.1"	1035.6	785.6	740.75
"PdomMRNA03562.1"	29.4	39.4	46.25
"PdomMRNA03563.1"	4974.2	3703.2	3599.5
"PdomMRNA03564.1"	475.2	371.4	400.75
"PdomMRNA03566.1"	3740.6	2925.4	2917.75
"PdomMRNA03568.1"	1070	849.2	984.25
"PdomMRNA03572.1"	73.2	48.2	68.75
"PdomMRNA03573.1"	175	106	111
"PdomMRNA03574.1"	13037.8	6705.2	7138
"PdomMRNA03575.1"	2035.2	1352.6	1261.75
"PdomMRNA03576.1"	833.2	428.6	421
"PdomMRNA03577.1"	1185.6	793.6	855.5
"PdomMRNA03578.1"	419.6	264.8	317.75
"PdomMRNA03579.1"	403.6	239	240.75
"PdomMRNA03580.1"	64.6	43	43.5
"PdomMRNA03581.1"	1137.2	912.4	902.75
"PdomMRNA03582.1"	1041.8	894.2	696.5
"PdomMRNA03583.1"	734.2	392.8	406.5
"PdomMRNA03584.1"	1665	1246.8	1156.5
"PdomMRNA03585.1"	2415.2	1670	1646
"PdomMRNA03586.1"	796.2	474.4	451.5
"PdomMRNA03587.1"	5796.4	5949	5672.75
"PdomMRNA03588.1"	239.4	124.8	134.25
"PdomMRNA03589.1"	78.2	39	55.5
"PdomMRNA03590.1"	969.4	678.6	608.5
"PdomMRNA03591.1"	311.2	214	291
"PdomMRNA03592.1"	2352.8	1243.6	1416.25
"PdomMRNA03593.1"	1756.4	957.6	1096.25
"PdomMRNA03594.1"	1375.2	944.6	975.75
"PdomMRNA03595.1"	682.8	470.6	458.25
"PdomMRNA03596.1"	773.4	524.8	501
"PdomMRNA03597.1"	2299	1601.8	1809.5
"PdomMRNA03599.1"	1009	755.2	779
"PdomMRNA03600.1"	73.6	46.2	46
"PdomMRNA03601.1"	770	379.6	453.75
"PdomMRNA03602.1"	269	286.2	214.5
"PdomMRNA03603.2"	823.6	466.4	594.25
"PdomMRNA03604.1"	3801.4	2384.4	2167.5
"PdomMRNA03605.1"	3898.2	2142.6	2600.25
"PdomMRNA03606.1"	262.4	175	199.75
"PdomMRNA03607.2"	481.8	434.4	531.25
"PdomMRNA03608.1"	2543	1565.2	1774.5
"PdomMRNA03609.1"	137156.4	103162.4	109523.5
"PdomMRNA03610.1"	314.6	364.2	258.75
"PdomMRNA03611.1"	1239.2	865.4	792.75
"PdomMRNA03612.1"	2818.8	1954.4	1956
"PdomMRNA03613.1"	470	501.8	420.25
"PdomMRNA03614.1"	3204.8	698.6	8769.5
"PdomMRNA03615.1"	688.8	359.6	433
"PdomMRNA03616.1"	1893.2	1193.8	1116.5
"PdomMRNA03617.1"	756.8	486.6	465.5
"PdomMRNA03618.1"	210	160.2	128.5
"PdomMRNA03619.1"	4271.4	2904.8	2881
"PdomMRNA03621.1"	2699	2300.2	2021
"PdomMRNA03622.1"	232	133.2	165.25
"PdomMRNA03623.1"	934.4	705.6	713
"PdomMRNA03624.1"	1064	686.8	755
"PdomMRNA03625.1"	443.6	283.8	296
"PdomMRNA03626.1"	294.2	280	237.25
"PdomMRNA03627.1"	1768	1200.4	1459.75
"PdomMRNA03628.1"	324	230.6	272.25
"PdomMRNA03629.1"	2272.8	1278.6	1297.75
"PdomMRNA03630.1"	308.8	210.4	279.25
"PdomMRNA03632.1"	2410	1639.6	1551.75
"PdomMRNA03633.1"	430	301.6	271.75
"PdomMRNA03634.1"	1212.6	826.4	844
"PdomMRNA03635.1"	1429	924.4	1053.5
"PdomMRNA03636.1"	7173.6	6758.2	5529.75
"PdomMRNA03637.1"	1283	923.4	878.75
"PdomMRNA03638.1"	5969.6	4813.2	4896.75
"PdomMRNA03640.1"	238	170	180
"PdomMRNA03641.1"	4025.4	2440.8	2869.75
"PdomMRNA03642.1"	187	134.6	121.75
"PdomMRNA03643.1"	357.8	230.6	338.75
"PdomMRNA03644.1"	1215	753.8	788.25
"PdomMRNA03645.1"	134	99	101.25
"PdomMRNA03646.1"	620.8	391.4	423
"PdomMRNA03647.1"	327.2	254.4	266
"PdomMRNA03648.1"	2160.8	1466.6	1627.5
"PdomMRNA03649.1"	703.4	391.8	401
"PdomMRNA03650.1"	2742	2667.8	2208
"PdomMRNA03651.1"	18.4	36	1776.25
"PdomMRNA03652.1"	1505.8	731.2	900.25
"PdomMRNA03653.1"	11654.6	7911.4	7384.5
"PdomMRNA03654.1"	1311	861.8	864
"PdomMRNA03656.1"	1136.8	936.8	862.75
"PdomMRNA03657.1"	491.8	361.4	483
"PdomMRNA03658.1"	2500.6	1860	1776.75
"PdomMRNA03659.1"	1978.6	1171.6	1139.5
"PdomMRNA03660.1"	2034.6	1416.4	1413.5
"PdomMRNA03661.1"	89.4	60.6	51.25
"PdomMRNA03663.1"	374.6	244.6	215.75
"PdomMRNA03664.1"	1959.4	1219.4	1144
"PdomMRNA03665.2"	3510	2775.8	2938
"PdomMRNA03666.1"	637.4	396.6	385
"PdomMRNA03667.1"	2086	1428.6	1487.25
"PdomMRNA03668.1"	1573.8	1093.8	1053.25
"PdomMRNA03669.1"	570	348.2	296.75
"PdomMRNA03670.1"	611.8	386	311.5
"PdomMRNA03671.1"	6704.8	3400.6	4046.25
"PdomMRNA03672.1"	901.6	658.8	669.5
"PdomMRNA03673.1"	462	376	314.25
"PdomMRNA03674.1"	7309.2	4163.6	4626.25
"PdomMRNA03675.1"	6085.6	3984.8	5139.25
"PdomMRNA03676.1"	1550	956.2	763
"PdomMRNA03678.1"	435.2	395.2	335.5
"PdomMRNA03679.1"	1207.2	792.2	904
"PdomMRNA03680.1"	1158.6	887.4	849.25
"PdomMRNA03681.1"	9705.2	5719.2	6027
"PdomMRNA03682.1"	3014.8	2554.2	2665.75
"PdomMRNA03683.1"	167.4	289.6	188.25
"PdomMRNA03684.1"	1118.6	814.8	885.5
"PdomMRNA03685.1"	546.6	298.2	257.25
"PdomMRNA03686.1"	849.2	682.2	639
"PdomMRNA03687.1"	2166.6	1223.6	1451
"PdomMRNA03688.1"	1617	783.4	1189.25
"PdomMRNA03690.1"	1332.6	779.2	861
"PdomMRNA03691.1"	4654.2	3575.6	3489
"PdomMRNA03692.1"	907.8	766.8	626.5
"PdomMRNA03693.1"	244	44.2	87.75
"PdomMRNA03694.1"	453	314.2	248.75
"PdomMRNA03695.1"	7326.8	4299.6	4196.25
"PdomMRNA03696.1"	3180.8	2406.2	2171.75
"PdomMRNA03697.1"	2823.8	2378.6	2399.75
"PdomMRNA03699.1"	8975	6172.6	6052.25
"PdomMRNA03700.1"	305.6	238.4	223.25
"PdomMRNA03701.1"	664	576	496
"PdomMRNA03703.1"	3035.8	1642.6	1705
